Year;Date Of Incident;Route;Operator;Group Name;Borough;Injury Result Description;Incident Event Type;Victim Category;Victims Sex;Victims Age
2015;01/09/2015;N109;Abellio London;Abellio;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Assault;Passenger;Male;Adult
2015;01/09/2015;N15;East London;Stagecoach;Barking & Dagenham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/09/2015;N207;Metroline West;Metroline;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Adult
2015;01/09/2015;N73;Arriva London North;Arriva London;Camden;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2015;01/09/2015;N98;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Pedestrian;Male;Adult
2015;01/09/2015;OOS;Arriva London South;Arriva London;Haringey;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2015;01/09/2015;OOS;Blue Triangle Buses;Go-Ahead;Waltham Forest;Reported Minor Injury - Treated at Hospital;Collision Incident;Motorcyclist;Male;Unknown
2015;01/09/2015;OOS;London Sovereign;London United;Harrow;Reported Minor Injury - Treated at Hospital;Safety Critical Failure;3rd Party driver / Occupant;Female;Adult
2015;01/09/2015;OOS;Metrobus;Go-Ahead;Croydon;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/09/2015;P12;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;R11;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;R11;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;R4;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;R4;Metrobus;Go-Ahead;Bromley;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/09/2015;T31;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;T31;Arriva London South;Arriva London;Croydon;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;U3;Metroline West;Metroline;Hillingdon;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Female;Adult
2015;01/09/2015;W11;Arriva London North;Arriva London;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;W3;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;W3;Arriva London North;Arriva London;Haringey;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/09/2015;W4;London General;Go-Ahead;Haringey;Injuries treated on scene;Assault;Operational Staff;Male;Adult
2015;01/09/2015;W4;London General;Go-Ahead;Haringey;Reported Minor Injury - Treated at Hospital;Collision Incident;Passenger;Female;Adult
2015;01/09/2015;W4;London General;Go-Ahead;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/09/2015;W8;Metroline;Metroline;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/09/2015;350;Abellio West;Abellio;Hillingdon;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Member Of Public;Female;Adult
2015;01/09/2015;617;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;1;London General;Go-Ahead;Lambeth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Child
2015;01/10/2015;1;London General;Go-Ahead;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Female;Child
2015;01/10/2015;2;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;2;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;4;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;7;Metroline;Metroline;Kensington & Chelsea;Injuries treated on scene;Vandalism Hooliganism;Pedestrian;Male;Adult
2015;01/10/2015;7;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;8;East London;Stagecoach;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2015;01/10/2015;8;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;9;London United;London United;Kensington & Chelsea;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;9;London United;London United;Kensington & Chelsea;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Elderly
2015;01/10/2015;9;London United;London United;Westminster;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Conductor;Female;Adult
2015;01/10/2015;10;London United;London United;Kensington & Chelsea;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;11;London General;Go-Ahead;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;11;London General;Go-Ahead;Hammersmith & Fulham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;11;London General;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;11;London General;Go-Ahead;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;12;London Central;Go-Ahead;Westminster;Reported Minor Injury - Treated at Hospital;Collision Incident;Passenger;Male;Child
2015;01/10/2015;15;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;15;East London;Stagecoach;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;15;East London;Stagecoach;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;16;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;17;Metroline;Metroline;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;17;Metroline;Metroline;Islington;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;18;Metroline West;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;18;Metroline West;Metroline;Brent;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;18;Metroline West;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/10/2015;18;Metroline West;Metroline;Westminster;Reported Minor Injury - Treated at Hospital;Collision Incident;Pedestrian;Female;Adult
2015;01/10/2015;19;London General;Go-Ahead;Westminster;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2015;01/10/2015;23;Tower Transit;Tower Transit;Kensington & Chelsea;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;24;Metroline;Metroline;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Male;Unknown
2015;01/10/2015;24;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;24;Metroline;Metroline;Westminster;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;25;Tower Transit;Tower Transit;Redbridge;Injuries treated on scene;Onboard Injuries;Passenger;Female;Unknown
2015;01/10/2015;25;Tower Transit;Tower Transit;Redbridge;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Unknown
2015;01/10/2015;25;Tower Transit;Tower Transit;Tower Hamlets;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;25;Tower Transit;Tower Transit;Tower Hamlets;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;27;London United;London United;Camden;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;27;London United;London United;Camden;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;27;London United;London United;Hammersmith & Fulham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;29;Arriva London North;Arriva London;Camden;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;29;Arriva London North;Arriva London;Haringey;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;29;Arriva London North;Arriva London;Islington;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;29;Arriva London North;Arriva London;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;33;London United;London United;Richmond Upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;34;Metroline;Metroline;Barnet;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;3rd Party driver / Occupant;Female;Adult
2015;01/10/2015;34;Metroline;Metroline;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;34;Metroline;Metroline;Enfield;Injuries treated on scene;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;34;Metroline;Metroline;Enfield;Reported Minor Injury - Treated at Hospital;Collision Incident;Passenger;Male;Elderly
2015;01/10/2015;35;Abellio London;Abellio;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;35;Abellio London;Abellio;Southwark;Reported Minor Injury - Treated at Hospital;Assault;Operational Staff;Male;Adult
2015;01/10/2015;36;London Central;Go-Ahead;Westminster;Reported Minor Injury - Treated at Hospital;Collision Incident;Motorcyclist;Unknown;Unknown
2015;01/10/2015;36;Metrobus;Go-Ahead;Lambeth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;37;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;37;Metrobus;Go-Ahead;Wandsworth;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Female;Adult
2015;01/10/2015;37;Metrobus;Go-Ahead;Wandsworth;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Male;Adult
2015;01/10/2015;37;Metrobus;Go-Ahead;Wandsworth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Female;Elderly
2015;01/10/2015;38;Arriva London North;Arriva London;Hackney;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;39;London General;Go-Ahead;Wandsworth;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Elderly
2015;01/10/2015;40;Abellio London;Abellio;Southwark;Injuries treated on scene;Collision Incident;Bus Driver;Male;Adult
2015;01/10/2015;44;London General;Go-Ahead;Wandsworth;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/10/2015;47;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;47;Selkent;Stagecoach;Southwark;Injuries treated on scene;Collision Incident;Cyclist;Male;Adult
2015;01/10/2015;47;Selkent;Stagecoach;Southwark;Injuries treated on scene;Collision Incident;Passenger;Unknown;Adult
2015;01/10/2015;48;East London;Stagecoach;None London Borough;Injuries treated on scene;Collision Incident;Pedestrian;Male;Adult
2015;01/10/2015;48;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;48;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;48;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;50;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;52;Metroline;Metroline;Westminster;Injuries treated on scene;Collision Incident;Other;Female;Adult
2015;01/10/2015;52;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;52;Metroline;Metroline;Westminster;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/10/2015;52;Metroline;Metroline;Westminster;Taken to Hospital – Reported Serious Injury or Severity Unknown;Collision Incident;Passenger;Female;Adult
2015;01/10/2015;53;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;53;Selkent;Stagecoach;Lewisham;Taken to Hospital – Reported Serious Injury or Severity Unknown;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;53;Selkent;Stagecoach;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/10/2015;54;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Collision Incident;3rd Party driver / Occupant;Unknown;Unknown
2015;01/10/2015;54;Selkent;Stagecoach;Lewisham;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;55;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Female;Child
2015;01/10/2015;55;East London;Stagecoach;Islington;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;55;East London;Stagecoach;None London Borough;Injuries treated on scene;Onboard Injuries;Passenger;Male;Child
2015;01/10/2015;56;East London;Stagecoach;Hackney;Injuries treated on scene;Onboard Injuries;Passenger;Male;Elderly
2015;01/10/2015;56;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Male;Adult
2015;01/10/2015;56;East London;Stagecoach;Waltham Forest;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;57;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;57;London United;London United;Lambeth;Reported Minor Injury - Treated at Hospital;Onboard Injuries;Passenger;Male;Elderly
2015;01/10/2015;57;London United;London United;Merton;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;58;Tower Transit;Tower Transit;Newham;Injuries treated on scene;Assault;Bus Driver;Male;Adult
2015;01/10/2015;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Collision Incident;Cyclist;Unknown;Unknown
2015;01/10/2015;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;59;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;60;Arriva London South;Arriva London;Croydon;Injuries treated on scene;Collision Incident;Pedestrian;Unknown;Unknown
2015;01/10/2015;60;Arriva London South;Arriva London;Lambeth;Injuries treated on scene;Onboard Injuries;Passenger;Unknown;Unknown
2015;01/10/2015;63;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
2015;01/10/2015;63;Metrobus;Go-Ahead;Southwark;Injuries treated on scene;Onboard Injuries;Pedestrian;Male;Adult
2015;01/10/2015;63;Metrobus;Go-Ahead;Southwark;Taken to Hospital – Reported Serious Injury or Severity Unknown;Assault;Passenger;Female;Adult
2015;01/10/2015;65;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Bus Driver;Male;Adult
2015;01/10/2015;65;London United;London United;Kingston upon Thames;Injuries treated on scene;Onboard Injuries;Passenger;Female;Adult
